mnemonic,% who gave national identity as British,% who gave national identity as English,% who gave national identity as Irish,% who gave national identity as Other,% who gave national identity as Scottish,% who gave national identity as Welsh,Percentage of population who are white UK born,Percentage of population who are white not UK born,Percentage of population who are ethnic minority UK born,Percentage of population who are ethnic minority not UK born,Percentage of population aged 16-64 who are white UK born,Percentage of  population aged 16-64 who are white not UK born,Percentage of  population aged 16-64 who are ethnic minority UK born,Percentage of  population aged 16-64 who are ethnic minority not UK born,Employment rate - aged 16-64 white UK born,Employment rate - aged 16-64 white not UK born,Employment rate - aged 16-64 ethnic minority UK born,Employment rate - aged 16-64 ethnic minority not UK born,Unemployment rate  - aged 16+ white UK born,Unemployment rate  - aged 16+ white not UK born,Unemployment rate  - aged 16+ ethnic minority UK born,Unemployment rate  - aged 16+ ethnic minority not UK born,Economic inactivity rate - aged 16-64 white UK born,Economic inactivity rate - aged 16-64 white not UK born,Economic inactivity rate - aged 16-64 ethnic minority UK born,Economic inactivity rate - aged 16-64 ethnic minority not UK born,Economic activity rate - aged 16-64,Employment rate - aged 16-64,Unemployment rate - aged 16-64,"% all in employment who are - 1: managers, directors and senior officials (SOC2010)",% all in employment who are - 2: professional occupations (SOC2010),% all in employment who are - 3: associate prof & tech occupations (SOC2010),% all in employment who are - 4: administrative and secretarial occupations (SOC2010),% all in employment who are - 5: skilled trades occupations (SOC2010),"% all in employment who are - 6: caring, leisure and other service occupations (SOC2010)",% all in employment who are - 7: sales and customer service occupations (SOC2010),"% all in employment who are - 8: process, plant and machine operatives (SOC2010)",% all in employment who are - 9: elementary occupations (SOC2010),Percentage of population who are white UK national,Percentage of population who are white not UK national,Percentage of population who are ethnic minority UK national,Percentage of population who are ethnic minority not UK national,Percentage of  population aged 16-64 who are white UK national,Percentage of  population aged 16-64 who are white not UK national,Percentage of  population aged 16-64 who are ethnic minority UK national,Percentage of  population aged 16-64 who are ethnic minority not UK national,Employment rate - aged 16-64 white UK national,Employment rate - aged 16-64 white not UK national,Employment rate - aged 16-64 ethnic minority UK national,Employment rate - aged 16-64 ethnic minority not UK national,Unemployment rate  - aged 16+ white UK national,Unemployment rate  - aged 16+ white not UK national,Unemployment rate  - aged 16+ ethnic minority UK national,Unemployment rate  - aged 16+ ethnic minority not UK national,Economic inactivity rate - aged 16-64 white UK national,Economic inactivity rate - aged 16-64 white not UK national,Economic inactivity rate - aged 16-64 ethnic minority UK national,Economic inactivity rate - aged 16-64 ethnic minority not UK national
E07000128,50.1,68.4,!,1.1,!,!,97.7,!,!,!,96.8,!,!,!,70.9,!,!,!,!,!,!,!,27.8,!,!,!,71.8,70.5,!,10.2,17.4,16.1,17.5,8.3,10.7,7.1,!,9.8,98.5,!,!,!,98.0,!,!,!,71.2,!,!,!,!,!,!,!,27.4,!,!,!
E08000011,38.6,67.6,!,2.3,0.3,0.2,95.4,2.3,1.2,1.0,94.9,2.7,0.9,1.4,68.5,83.3,57.6,72.6,6.6,10.7,!,!,26.5,!,!,27.4,73.8,68.8,6.7,5.3,14.0,11.0,10.7,12.6,14.1,10.6,9.7,11.5,95.9,1.8,1.6,0.6,95.4,2.2,1.4,0.9,68.6,83.0,68.7,64.4,6.6,13.2,!,!,26.5,!,31.3,35.6
E08000012,41.8,55.4,!,10.9,0.6,0.7,84.1,3.6,4.7,7.6,81.7,4.3,3.9,9.3,64.3,64.0,38.3,38.6,5.5,12.4,21.1,16.3,31.8,27.0,51.1,53.8,65.6,60.4,7.8,7.3,22.7,12.6,11.0,8.2,8.0,9.6,7.2,12.9,84.7,3.0,5.4,6.8,82.4,3.6,5.1,8.0,64.3,64.5,44.5,34.6,5.6,11.5,15.1,20.0,31.8,27.1,47.4,56.6
E08000014,45.6,59.8,!,4.4,0.9,0.3,93.4,4.0,1.6,1.1,91.6,5.2,1.7,1.5,74.5,62.6,64.5,53.6,3.5,!,!,!,22.7,32.6,35.5,46.4,76.2,73.4,3.6,10.8,18.6,14.6,14.3,8.4,9.5,8.4,5.7,9.4,94.4,2.9,1.9,0.8,93.1,3.7,2.4,0.9,74.3,62.2,64.7,44.8,3.6,!,!,!,22.8,34.4,35.3,55.2
E08000013,46.5,63.1,!,2.0,0.5,!,97.0,1.8,0.8,0.4,96.3,2.2,0.8,0.7,69.1,81.9,57.4,100.0,7.1,!,!,!,25.4,18.1,42.6,!,74.8,69.5,7.1,7.4,17.2,8.8,14.7,14.5,9.6,9.2,6.5,12.0,97.4,1.4,1.0,0.2,97.2,1.4,1.2,0.3,69.0,92.9,72.3,100.0,7.1,!,!,!,25.5,!,27.7,!
E08000015,58.3,50.6,!,3.3,0.5,0.7,93.8,2.6,2.1,1.5,93.5,2.8,1.5,2.1,69.8,64.2,84.1,63.1,3.9,!,!,!,27.2,31.6,!,36.9,72.5,69.7,3.9,8.9,22.1,12.6,14.1,8.3,9.9,8.2,6.2,9.4,94.2,2.2,2.7,0.9,93.9,2.4,2.2,1.4,69.6,70.9,83.8,53.2,3.9,!,!,!,27.4,24.2,16.2,46.8
E06000011,39.7,70.2,!,1.9,1.1,0.7,95.4,3.3,0.7,0.6,94.4,4.6,!,0.8,76.4,78.7,!,55.3,4.0,8.9,!,!,20.3,13.4,!,!,79.9,76.3,4.5,9.3,18.4,14.5,11.7,12.8,8.8,5.7,7.4,11.1,96.9,1.8,1.1,0.2,96.7,2.3,0.7,0.3,76.3,84.5,48.1,!,4.2,!,!,!,20.2,!,!,!
E06000010,41.0,69.8,!,9.7,0.5,0.3,87.4,5.1,2.6,4.9,85.9,6.7,0.6,6.7,67.1,68.4,84.8,60.3,8.7,6.0,!,8.0,26.5,27.3,!,34.4,73.1,66.9,8.5,4.4,15.3,7.9,10.1,12.9,11.8,10.0,10.0,16.6,87.7,4.8,3.2,4.3,86.8,5.8,2.1,5.2,66.9,72.0,79.8,55.2,8.8,!,!,!,26.6,24.6,15.3,40.0
E06000012,40.1,71.2,!,3.8,1.2,0.6,94.2,3.8,0.7,1.2,93.3,4.9,!,1.6,71.5,67.2,!,55.9,8.2,11.2,!,!,22.4,24.1,!,38.8,77.2,71.0,8.0,9.8,11.2,10.0,9.9,13.4,11.0,8.7,12.8,12.7,95.5,2.6,1.1,0.9,95.1,3.1,0.6,1.2,71.5,65.4,71.8,46.6,8.1,13.9,!,!,22.5,23.7,!,46.2
E06000013,39.2,68.1,!,5.5,1.1,0.4,92.6,4.7,1.2,1.5,90.6,6.6,0.7,2.0,71.7,73.2,86.3,61.3,3.5,11.8,!,!,25.6,17.0,!,38.7,74.7,71.6,4.1,11.2,12.9,10.0,9.7,13.2,9.8,8.5,13.7,10.5,92.8,4.5,1.7,1.0,91.4,5.7,1.5,1.2,72.0,69.1,69.8,66.1,3.4,13.9,!,!,25.3,19.7,30.2,33.9
E06000014,56.2,51.0,!,7.4,1.5,0.3,89.0,6.3,1.4,3.3,85.9,8.0,1.4,4.6,76.7,75.3,68.3,74.9,4.0,4.9,!,!,20.0,20.8,18.3,21.5,79.8,76.3,4.3,11.0,23.0,14.0,9.1,9.9,7.7,8.5,4.6,12.3,90.8,4.4,2.8,1.9,88.1,5.8,3.4,2.6,76.9,72.7,74.8,71.6,4.1,!,9.6,!,19.8,24.6,17.3,25.3
E07000163,46.5,68.7,!,4.4,4.3,!,94.9,5.1,!,!,95.6,4.4,!,!,76.6,100.0,!,!,!,!,!,!,23.4,!,!,!,77.6,77.6,!,20.0,25.5,13.0,8.1,12.8,4.9,4.8,!,8.4,96.7,3.3,!,!,97.6,2.4,!,!,77.1,100.0,!,!,!,!,!,!,22.9,!,!,!
E07000164,49.1,59.4,!,2.3,4.9,!,97.9,2.1,!,!,95.6,3.5,!,!,83.6,100.0,!,!,3.3,!,!,!,14.4,!,!,!,85.4,83.4,!,12.2,15.6,11.5,11.8,21.1,9.2,5.0,4.3,9.3,100.0,!,!,!,99.1,!,!,!,84.2,!,!,!,3.2,!,!,!,13.9,!,!,!
E07000165,54.1,55.7,!,9.7,1.8,0.6,90.1,6.9,!,2.5,86.5,9.7,!,3.5,79.3,84.0,!,69.1,2.5,!,!,!,18.4,16.0,!,30.9,81.4,79.5,2.4,19.2,17.7,16.6,7.3,9.9,8.6,9.6,2.1,8.6,90.4,6.7,1.4,1.5,88.7,7.5,2.4,1.4,79.5,83.8,69.5,75.8,2.4,!,!,!,18.4,16.2,!,!
E07000166,79.4,22.5,!,4.6,!,!,89.8,6.5,!,2.7,87.1,9.7,!,!,87.0,59.9,!,!,!,!,!,!,11.7,40.1,!,!,85.9,84.8,!,8.8,9.4,19.4,7.1,14.6,19.2,4.4,5.0,12.2,92.9,3.4,!,!,91.0,5.8,!,!,87.5,!,!,!,!,!,!,!,11.2,66.7,!,!
E07000167,51.3,67.5,!,!,1.8,!,97.1,2.3,!,!,96.7,!,!,!,78.6,!,!,!,3.6,!,!,!,19.2,!,!,!,81.5,79.3,!,8.7,16.7,8.1,8.3,23.2,10.6,5.5,8.3,10.6,98.8,!,!,!,98.0,!,!,!,78.9,!,!,!,3.5,!,!,!,18.9,!,!,!
E07000168,45.5,64.8,!,4.6,!,!,92.1,5.4,!,2.0,90.6,6.1,!,3.3,78.9,89.8,!,82.7,!,!,!,!,20.3,!,!,!,80.4,79.7,!,10.6,16.1,14.7,7.7,20.0,7.9,9.8,6.7,6.4,93.9,3.7,1.6,!,92.4,4.3,1.9,!,79.3,85.4,!,!,!,!,!,!,19.9,!,!,!
E07000169,47.8,69.8,!,3.7,!,!,96.0,3.5,!,!,94.1,5.2,!,!,81.5,64.0,!,!,!,!,!,!,16.8,!,!,!,82.4,80.0,2.9,14.6,22.2,7.3,8.6,14.5,8.4,9.2,7.3,8.0,95.9,3.7,!,!,94.1,5.2,!,!,81.5,64.0,!,!,!,!,!,!,16.8,!,!,!
E08000016,53.7,63.5,!,4.4,0.3,0.3,93.9,3.6,0.8,1.7,92.4,4.5,0.3,2.5,72.5,75.7,!,77.4,6.6,!,!,!,22.3,22.6,!,22.6,77.7,72.8,6.3,7.4,12.0,11.7,11.0,11.3,10.1,11.5,9.1,15.1,94.7,2.9,1.0,1.4,93.7,3.3,0.9,1.9,72.3,82.8,78.0,75.7,6.6,!,!,!,22.6,14.9,!,24.3
E08000017,56.4,52.4,!,6.3,0.9,0.4,92.0,5.0,1.3,1.6,91.0,6.1,0.9,2.0,69.7,83.2,48.7,66.4,7.6,7.7,!,!,24.3,9.8,!,33.6,76.4,70.3,7.9,8.8,11.7,12.7,13.3,11.5,10.3,7.6,9.1,13.8,92.5,4.5,1.6,1.4,91.9,5.2,1.4,1.4,70.0,80.3,68.4,53.4,7.5,9.3,!,!,24.0,11.5,!,46.6
E08000018,35.3,71.4,!,2.1,1.0,0.3,92.9,0.9,3.6,2.6,92.6,0.8,3.0,3.5,72.9,78.7,55.1,63.1,5.9,!,!,!,22.4,!,44.9,31.2,76.7,72.0,6.1,9.7,14.5,10.6,11.6,11.7,11.5,10.3,7.5,11.4,93.4,0.5,4.3,1.9,92.8,0.6,4.2,2.3,73.0,72.5,62.4,53.8,5.9,!,!,!,22.3,!,37.6,37.6
E08000019,43.0,62.5,!,8.3,1.0,0.7,81.9,2.5,7.3,8.3,81.2,3.2,5.1,10.4,74.0,74.2,49.2,50.0,6.3,!,29.8,17.0,20.9,25.8,29.8,39.4,76.5,70.2,8.2,7.1,24.2,12.3,11.4,8.2,8.4,7.1,8.6,11.9,82.4,2.0,10.3,5.2,82.2,2.3,9.2,6.3,73.9,77.8,52.9,44.5,6.3,!,23.9,17.3,21.0,22.2,30.2,45.9
E08000032,56.8,46.8,!,10.8,0.6,0.4,67.0,5.1,16.8,11.1,66.0,6.2,14.6,13.2,71.6,72.6,50.1,48.2,7.7,12.7,17.9,11.4,22.0,16.7,38.9,45.6,72.7,65.4,10.0,8.5,15.9,12.3,11.1,10.9,10.7,6.9,9.4,13.6,67.9,4.2,25.0,3.0,67.0,5.1,24.5,3.3,71.8,70.1,50.6,38.8,7.7,14.0,15.1,!,21.8,18.6,40.3,55.1
E08000033,55.5,50.1,!,6.9,0.6,0.3,86.9,5.1,4.7,3.4,84.9,6.3,4.0,4.6,77.2,79.4,67.8,54.6,3.0,10.9,!,25.1,20.5,10.8,26.5,26.6,79.6,75.9,4.7,11.7,20.3,15.3,9.7,10.0,8.3,5.2,7.2,11.6,88.5,3.5,6.5,1.6,87.0,4.2,6.3,2.3,77.3,78.5,62.0,57.1,3.1,13.3,15.9,20.6,20.3,9.4,26.0,28.1
E08000034,56.6,49.0,!,6.8,0.7,0.2,76.3,2.7,12.5,8.4,74.5,3.4,10.6,11.5,74.8,69.0,62.1,49.1,3.5,!,8.7,10.8,22.5,27.3,32.0,44.8,73.8,70.3,4.7,10.6,20.0,10.9,9.8,11.2,8.9,7.3,10.6,10.4,77.0,2.0,17.8,3.2,75.5,2.5,17.7,4.3,74.9,62.5,56.7,49.6,3.7,!,8.7,14.5,22.2,37.5,37.8,42.0
E08000035,55.1,51.1,!,9.9,0.8,0.5,81.2,4.4,7.6,6.7,80.1,5.5,5.8,8.5,77.1,76.0,63.8,64.0,4.9,5.6,13.9,7.7,18.9,19.4,25.8,30.6,79.6,75.0,5.8,8.8,20.5,14.8,9.2,9.0,8.9,10.8,6.3,10.6,81.9,3.8,9.7,4.6,81.2,4.3,9.1,5.1,77.5,67.8,69.3,54.4,4.8,7.7,7.8,15.6,18.5,26.4,24.7,35.6
E08000036,58.2,67.9,!,5.8,1.1,0.7,88.3,3.9,4.2,3.6,87.4,4.9,2.7,4.9,70.9,83.5,50.4,54.1,6.7,6.6,!,16.4,23.8,10.5,39.5,35.3,75.8,70.1,7.5,8.7,11.9,11.0,9.2,11.6,11.2,8.6,10.6,15.9,88.9,3.3,5.6,2.2,88.3,4.0,4.9,2.7,71.0,83.9,56.0,47.1,6.7,8.0,12.6,23.7,23.8,8.6,35.9,38.3
E06000015,39.0,56.4,!,12.0,0.5,0.5,75.6,6.5,9.0,8.8,73.6,8.1,7.2,11.1,75.5,76.2,68.6,59.6,6.7,8.8,19.6,!,18.9,16.3,14.7,38.3,79.4,73.3,7.7,8.7,20.1,13.0,10.2,9.9,8.6,8.4,7.8,12.2,76.5,5.7,12.8,5.0,75.0,6.7,12.5,5.8,75.4,77.2,72.5,42.8,6.6,10.4,11.6,!,19.2,13.8,17.9,53.2
E06000016,46.6,30.9,!,30.7,0.4,!,43.7,7.6,20.3,28.3,40.1,9.6,16.8,33.1,63.7,78.0,59.5,58.2,6.5,8.2,14.5,10.2,31.7,15.0,30.4,35.0,68.9,62.5,9.4,7.8,16.6,11.7,9.6,8.4,8.7,8.4,12.0,15.8,44.6,6.8,36.4,12.3,41.4,8.2,36.5,13.4,63.8,79.9,59.8,55.6,6.8,6.9,11.3,12.7,31.3,14.1,32.5,36.3
E06000018,44.6,47.9,!,17.0,0.8,0.4,66.9,7.7,11.1,14.2,66.1,9.2,8.4,16.1,65.9,74.2,53.4,57.8,7.6,11.0,11.1,13.3,28.6,16.7,39.9,33.3,70.9,64.4,9.1,5.1,20.0,14.7,9.4,9.0,10.9,8.6,8.5,12.9,67.3,7.3,16.5,8.9,67.5,7.9,15.0,9.5,66.3,72.6,60.4,50.0,7.3,14.0,9.0,18.7,28.4,15.5,33.7,38.6
E06000017,47.6,62.1,!,4.8,0.9,1.4,91.4,5.3,1.3,2.0,89.7,6.5,!,3.4,75.3,84.5,!,91.0,4.8,!,!,!,21.0,15.5,!,!,79.8,76.5,4.2,17.6,18.1,15.6,12.0,8.8,7.6,6.0,6.1,8.1,93.7,3.1,1.9,1.4,92.8,3.4,1.5,2.3,75.4,90.7,100.0,86.8,4.6,!,!,!,21.0,!,!,!
E07000032,49.4,63.9,!,!,!,!,98.4,!,!,!,99.4,!,!,!,72.2,!,!,!,!,!,!,!,26.5,!,!,!,73.1,71.7,!,14.3,16.5,17.1,10.9,13.5,6.2,6.3,8.3,6.9,99.2,!,!,!,99.4,!,!,!,72.2,!,!,!,!,!,!,!,26.5,!,!,!
E07000033,45.6,73.4,!,!,!,!,96.0,2.6,!,!,94.4,4.2,!,!,72.0,100.0,!,!,5.6,!,!,!,23.6,!,!,!,77.7,73.5,5.4,5.1,7.1,16.3,9.2,16.3,9.4,8.5,8.5,18.0,95.5,3.1,!,!,95.8,!,!,!,72.4,!,!,!,5.5,!,!,!,23.2,!,!,!
E07000034,43.4,69.2,!,5.1,!,!,92.8,4.2,1.5,1.5,90.9,4.9,!,2.5,75.4,41.5,!,!,3.9,!,!,!,21.4,44.2,!,!,76.0,71.9,5.4,3.6,18.0,7.2,10.3,12.2,8.6,11.0,10.8,17.2,93.3,3.6,2.7,!,91.8,3.9,3.5,!,75.1,!,!,!,3.9,!,!,!,21.7,!,!,!
E07000035,43.0,62.9,!,2.3,!,!,97.1,1.7,!,!,95.3,2.8,!,!,84.3,100.0,!,!,!,!,!,!,15.7,!,!,!,84.3,84.3,!,14.1,25.9,9.7,9.1,11.5,8.4,2.8,5.8,12.9,97.6,!,!,!,96.8,!,!,!,83.7,!,!,!,!,!,!,!,16.3,!,!,!
E07000036,47.5,58.2,!,1.5,!,1.2,97.1,1.4,!,!,97.0,2.2,!,!,80.3,100.0,!,!,2.9,!,!,!,17.2,!,!,!,83.3,80.9,2.9,4.6,20.3,18.1,11.4,11.5,9.2,3.7,9.6,11.7,98.5,!,!,!,98.3,!,!,!,81.5,!,!,!,2.8,!,!,!,16.1,!,!,!
E07000037,51.8,58.8,!,1.7,!,!,93.9,2.7,2.4,!,93.7,2.4,2.3,!,78.7,80.8,!,!,4.3,!,!,!,17.7,!,!,!,82.3,78.8,4.1,9.1,25.9,10.0,12.8,7.0,10.6,9.9,5.8,8.9,96.3,!,2.8,!,95.6,!,3.0,!,78.6,!,75.6,!,4.2,!,!,!,17.8,!,!,!
E07000038,55.2,59.2,!,1.5,!,!,96.7,!,2.3,!,97.7,!,!,!,77.4,!,!,!,3.7,!,!,!,19.5,!,!,!,80.3,77.2,3.8,12.0,21.3,13.4,9.5,19.0,7.5,3.0,5.7,8.6,96.7,!,2.3,!,97.7,!,!,!,77.4,!,!,!,3.7,!,!,!,19.5,!,!,!
E07000039,47.6,63.2,!,3.3,!,!,95.1,2.8,!,2.1,94.0,3.4,!,2.7,73.2,84.8,!,76.4,6.0,!,!,!,22.4,!,!,!,77.8,73.7,5.3,8.1,24.1,16.6,12.3,8.4,9.8,6.0,8.2,6.5,96.4,1.5,!,2.1,96.0,!,!,2.7,73.8,!,!,76.4,5.8,!,!,!,21.9,!,!,!
E07000129,47.5,64.9,!,3.4,!,!,85.5,3.4,8.6,2.6,81.6,5.4,8.9,4.1,75.5,100.0,65.8,100.0,3.1,!,!,!,22.1,!,27.2,!,79.6,76.9,3.3,9.3,19.1,16.2,13.2,14.2,9.8,4.9,5.1,8.2,86.8,2.0,10.8,!,83.7,3.2,12.4,!,76.1,100.0,75.5,!,3.0,!,!,!,21.5,!,19.5,!
E07000130,51.8,57.6,!,8.7,!,!,81.9,6.9,5.9,5.4,79.5,8.9,4.6,6.9,73.5,72.5,51.4,65.8,2.2,!,!,!,24.8,27.5,48.6,34.2,73.2,71.8,1.8,11.9,23.4,12.6,9.0,11.7,8.3,7.1,6.3,9.7,82.6,6.2,8.9,2.3,81.1,7.4,8.8,2.7,73.0,77.5,62.6,51.5,2.2,!,!,!,25.3,22.5,37.4,48.5
E07000131,36.4,70.5,!,3.7,!,!,95.3,2.3,2.0,!,95.8,2.3,!,!,75.6,78.1,!,!,2.6,!,!,!,22.1,!,!,!,78.3,76.2,2.7,12.2,20.3,19.3,10.9,10.7,5.9,9.0,6.3,5.4,95.9,1.7,2.1,!,95.8,2.3,1.9,!,75.6,78.1,100.0,!,2.6,!,!,!,22.1,!,!,!
E07000132,35.6,74.3,!,!,!,!,97.9,!,!,1.3,97.2,!,!,!,80.7,!,!,!,3.2,!,!,!,16.6,!,!,!,83.3,80.6,3.2,11.7,19.8,15.5,13.2,12.0,2.7,3.8,6.9,14.5,97.9,!,!,!,97.2,!,!,!,80.7,!,!,!,3.2,!,!,!,16.6,!,!,!
E07000133,42.4,67.7,!,2.0,!,!,92.8,4.0,!,3.1,92.1,5.2,!,2.7,76.5,100.0,!,100.0,5.1,!,!,!,19.1,!,!,!,82.4,78.4,4.9,11.5,13.6,15.2,9.9,8.8,8.8,9.9,14.5,7.8,94.1,2.8,!,2.6,92.8,4.5,!,!,76.7,100.0,!,!,5.0,!,!,!,18.9,!,!,!
E07000134,40.9,65.5,!,5.3,1.5,!,87.5,4.1,6.1,2.3,85.8,4.5,6.0,3.7,83.5,76.6,44.7,100.0,3.8,!,!,!,13.0,!,55.3,!,84.5,81.5,3.5,11.3,20.3,13.1,12.9,6.7,8.0,7.1,6.6,13.4,88.9,2.7,8.4,!,87.4,2.9,9.7,!,83.8,63.3,66.0,!,3.7,!,!,!,12.8,!,34.0,!
E07000135,51.6,44.7,!,14.8,!,!,70.1,5.1,14.7,10.1,64.0,5.5,13.8,14.5,76.7,!,67.9,75.5,!,!,!,!,21.5,!,32.1,!,78.5,74.2,5.5,5.2,28.6,13.7,14.8,5.4,9.6,6.8,!,13.4,69.8,4.4,24.3,!,64.0,5.5,27.9,!,76.7,!,71.4,!,!,!,!,!,21.5,!,23.6,!
E07000136,25.2,60.3,!,20.1,!,!,75.5,24.5,!,!,69.0,31.0,!,!,61.2,85.1,!,!,!,!,!,!,35.8,14.9,!,!,70.7,68.6,!,7.5,10.4,5.0,13.8,9.4,8.7,12.1,12.8,20.3,77.9,22.1,!,!,71.8,28.2,!,!,62.8,83.6,!,!,!,!,!,!,34.4,16.4,!,!
E07000137,39.3,65.8,!,2.7,2.1,!,96.0,3.7,!,!,94.5,4.9,!,!,67.1,78.2,!,!,9.8,!,!,!,25.3,!,!,!,75.5,67.9,10.1,14.9,10.2,6.4,14.0,13.2,9.6,11.1,12.0,8.6,97.3,2.3,!,!,96.0,3.4,!,!,67.7,68.7,!,!,9.6,!,!,!,24.9,!,!,!
E07000138,35.8,57.9,!,12.5,!,!,83.5,11.6,1.8,3.1,78.6,16.2,!,3.0,73.7,66.8,!,100.0,5.9,!,!,!,21.4,33.2,!,!,77.7,73.9,4.9,6.3,11.6,7.9,13.8,9.9,9.2,12.7,11.5,16.0,85.7,9.4,1.8,3.1,82.2,12.7,!,3.0,73.5,66.0,!,100.0,5.7,!,!,!,21.8,34.0,!,!
E07000139,39.0,61.0,!,4.5,1.6,1.8,94.9,4.0,!,!,93.4,6.6,!,!,77.4,91.0,!,!,4.7,!,!,!,18.5,!,!,!,82.2,78.3,4.7,13.4,16.7,15.9,13.3,12.4,6.3,7.6,4.7,9.6,95.5,3.4,!,!,95.6,4.4,!,!,77.3,100.0,!,!,4.6,!,!,!,18.7,!,!,!
E07000140,23.2,75.7,!,8.8,!,!,89.0,10.2,!,!,84.7,14.7,!,!,75.2,78.9,!,!,!,!,!,!,23.6,15.3,!,!,77.8,75.3,3.2,10.8,10.0,7.1,13.3,13.5,12.8,11.4,6.1,14.9,91.3,7.9,!,!,89.9,9.5,!,!,75.1,81.9,!,!,!,!,!,!,22.8,!,!,!
E07000141,43.8,64.1,!,6.2,1.1,!,92.2,5.5,0.7,1.5,90.5,7.8,!,1.3,74.6,87.7,!,100.0,7.7,!,!,!,18.8,!,!,!,82.0,76.0,7.3,11.0,18.6,13.4,13.7,6.9,11.3,7.5,8.1,9.5,92.6,5.2,1.1,1.2,91.6,6.6,!,!,74.9,85.6,!,!,7.6,!,!,!,18.6,!,!,!
E07000142,39.0,70.6,!,2.0,!,!,96.7,1.6,!,1.0,95.8,2.6,!,1.6,78.1,100.0,!,!,3.9,!,!,!,18.5,!,!,!,81.7,78.5,4.0,11.7,18.7,8.1,10.6,14.1,8.0,9.0,8.2,8.8,96.6,1.7,1.7,!,97.2,!,1.6,!,78.4,!,!,!,3.8,!,!,!,18.3,!,!,!
E07000150,32.1,51.0,!,20.7,5.1,!,77.2,21.1,!,!,67.2,31.0,!,!,75.0,72.6,!,!,7.9,11.9,!,!,18.4,17.7,!,!,82.2,74.7,9.1,10.3,15.0,5.3,6.0,8.6,7.7,5.9,18.4,21.7,78.7,19.7,!,!,72.4,25.8,!,!,75.5,70.7,!,!,7.3,14.2,!,!,18.3,17.6,!,!
E07000151,54.8,44.7,!,5.3,!,!,91.3,6.1,2.0,!,88.9,8.1,!,!,79.6,81.7,!,!,!,!,!,!,20.4,!,!,!,80.4,80.4,!,17.9,15.0,15.6,10.0,10.3,11.8,!,6.1,11.0,93.6,3.7,2.0,!,92.9,4.1,!,!,78.9,100.0,!,!,!,!,!,!,21.1,!,!,!
E07000152,47.3,61.8,!,5.2,1.7,!,89.3,7.9,1.6,1.2,87.5,9.1,!,1.9,79.6,64.4,!,!,4.9,!,!,!,16.2,28.7,!,!,81.7,77.4,5.3,13.8,12.2,12.5,9.2,12.1,12.2,7.9,9.1,11.0,91.1,6.1,1.6,1.2,89.2,7.4,!,1.9,79.4,63.5,!,!,4.8,!,!,!,16.5,28.0,!,!
E07000153,44.2,57.3,!,8.0,!,!,85.7,6.4,4.9,3.0,84.9,8.2,2.6,4.3,79.9,74.5,100.0,81.1,6.1,!,!,!,14.6,!,!,!,85.4,80.0,6.3,9.7,17.0,14.4,12.5,10.0,13.1,6.0,9.9,7.4,86.9,5.2,5.3,2.6,86.3,6.8,3.2,3.7,79.1,82.7,100.0,78.1,6.1,!,!,!,15.4,!,!,!
E07000154,49.0,46.9,!,14.6,1.1,!,79.9,10.0,5.2,4.9,77.6,12.2,4.1,6.1,78.6,94.7,89.8,64.2,2.2,!,!,!,19.6,!,!,35.8,81.5,80.2,1.7,8.8,19.8,9.1,11.4,10.4,9.7,10.0,4.8,15.6,80.3,9.5,7.4,2.8,78.5,11.3,7.0,3.2,78.9,94.3,82.4,57.2,2.1,!,!,!,19.4,!,17.6,42.8
E07000155,51.9,48.2,!,6.0,!,1.4,90.8,6.6,1.5,1.1,89.4,8.2,!,1.8,79.2,62.0,!,100.0,2.4,!,!,!,18.8,38.0,!,!,80.1,78.3,2.2,10.8,21.5,16.2,13.3,13.8,6.0,8.3,6.2,3.8,93.6,3.8,2.2,!,93.0,4.5,1.8,!,78.7,57.9,100.0,!,2.4,!,!,!,19.4,42.1,!,!
E07000156,45.1,48.7,!,11.9,1.1,1.2,85.8,6.0,3.6,4.6,82.3,7.8,4.4,5.5,80.1,76.1,82.1,57.3,!,!,!,!,19.9,!,!,42.7,79.3,78.7,!,12.8,16.2,15.4,10.8,8.0,9.0,6.1,8.9,12.9,86.2,5.6,7.9,!,83.6,6.5,9.4,!,80.4,71.3,72.6,!,!,!,!,!,19.6,!,27.4,!
E07000170,49.5,65.1,!,1.3,!,!,96.0,1.6,2.4,!,97.0,1.8,!,!,73.6,!,!,!,3.3,!,!,!,23.7,!,!,!,76.5,73.4,4.1,12.4,14.7,12.2,11.7,7.1,8.3,13.4,8.1,12.2,96.8,!,2.4,!,98.2,!,!,!,73.4,!,!,!,3.9,!,!,!,23.4,!,!,!
E07000171,31.8,67.5,!,5.0,!,!,93.2,5.7,!,!,89.8,8.4,!,!,65.1,83.0,!,!,3.8,!,!,!,32.2,!,!,!,69.7,67.3,3.4,7.4,17.7,8.3,12.3,12.9,6.7,3.6,12.1,15.0,94.4,4.5,!,!,92.3,5.9,!,!,66.1,75.7,!,!,3.7,!,!,!,31.3,!,!,!
E07000172,54.3,55.9,!,7.4,!,!,86.6,4.3,5.3,3.7,84.1,6.1,5.1,4.7,76.3,85.2,53.7,55.2,2.9,!,!,!,21.4,!,46.3,!,77.3,74.7,3.4,5.5,26.4,12.9,13.9,9.0,8.7,4.4,5.0,14.2,87.8,3.1,5.0,4.0,86.1,4.2,5.1,4.7,76.8,78.4,53.7,55.2,2.8,!,!,!,21.0,!,46.3,!
